id,playtime_forever
0,2.296622527204809
1,7.786922949044939
2,1.9493858236212405
3,2.0315368633239936
4,1.8519929049832302
5,3.8208356880595216
6,3.3618652287755473
7,1.5889969872833833
8,2.7485140933628824
9,2.82215856910125
10,3.3188802089217933
11,3.131785094330901
12,0.0
13,1.8151763053966898
14,10.09213921331651
15,2.9843237387038672
16,2.825294034432843
17,4.725625841688393
18,3.1351724632055222
19,3.081941145791674
20,2.5060788267850227
21,6.743771872216735
22,2.955636004488047
23,2.257544090241365
24,2.1983747744609787
25,2.293119776358142
26,3.2840565387736245
27,1.2040302599386448
28,2.3736304892325766
29,2.569331538579765
30,2.4178760613544603
31,7.400130358222494
32,3.605962641855809
33,2.8545179641401135
34,3.4684993448519665
35,2.481064383757816
36,3.151280388458336
37,17.773747470248843
38,0.7464473348512622
39,2.4984830791916934
40,3.2315803083985988
41,1.6328551012428913
42,0.2842346858787679
43,1.133120205885941
44,2.3536079081461025
45,4.952174389977712
46,3.1977667931492775
47,2.1194066435542163
48,6.065893290437026
49,5.5953557033107515
50,5.311418059556974
51,2.0476505987146933
52,2.851307221957179
53,2.6455898866248884
54,2.694721752097565
55,2.707457131721807
56,3.1821523685785427
57,2.6977305858343246
58,2.596946035159325
59,2.3047781808880017
60,1.7451723015215563
61,1.8752650312042571
62,0.08735157719046643
63,24.638850920996234
64,0.6791300639452611
65,1.9508573418057575
66,2.8943039224163054
67,2.7237344470819926
68,5.0633591974558865
69,4.606575653827722
70,2.227955889906445
71,3.7571489337118336
72,1.3204330843034695
73,11.44915168135864
74,3.326390851957311
75,23.083728815277503
76,8.280600847765417
77,2.470330544308741
78,2.5848610538725265
79,2.2711643657900056
80,2.31784646779817
81,4.4324480962281285
82,2.816650496478523
83,4.1112712064535835
84,3.408561090499474
85,1.0262239540834017
86,3.5338896357762346
87,10.571614572107311
88,4.875949305178439
89,6.621354908473807
