id,playtime_forever
0,0.5478609800338745
1,1.0441582202911377
2,0.5478609800338745
3,0.5478609800338745
4,3.1744344234466553
5,0.5478609800338745
6,0.5478609800338745
7,0.5478609800338745
8,0.5478609800338745
9,0.6467009782791138
10,0.5478609800338745
11,0.5478609800338745
12,1.6743509769439697
13,0.5478609800338745
14,1.0808889865875244
15,0.5478609800338745
16,0.5478609800338745
17,0.5478609800338745
18,0.5478609800338745
19,0.5478609800338745
20,0.5478609800338745
21,0.6467009782791138
22,0.5478609800338745
23,0.5478609800338745
24,0.5478609800338745
25,0.5478609800338745
26,0.5478609800338745
27,0.5478609800338745
28,0.5478609800338745
29,0.5478609800338745
30,0.6467009782791138
31,1.405251145362854
32,0.5478609800338745
33,0.5478609800338745
34,0.6467009782791138
35,0.5478609800338745
36,0.6467009782791138
37,3.473440647125244
38,0.5478609800338745
39,0.5478609800338745
40,0.5478609800338745
41,0.5478609800338745
42,1.055614948272705
43,0.5478609800338745
44,0.5478609800338745
45,0.7003787755966187
46,0.5478609800338745
47,0.5478609800338745
48,0.7003787755966187
49,1.7813518047332764
50,0.5478609800338745
51,0.5478609800338745
52,0.5478609800338745
53,0.5478609800338745
54,0.5478609800338745
55,0.5478609800338745
56,0.5478609800338745
57,0.5478609800338745
58,0.5478609800338745
59,0.5478609800338745
60,0.5478609800338745
61,0.5478609800338745
62,0.5478609800338745
63,4.47093391418457
64,0.5478609800338745
65,0.6467009782791138
66,0.5478609800338745
67,0.5478609800338745
68,1.055614948272705
69,0.5478609800338745
70,0.5478609800338745
71,1.0014820098876953
72,0.5478609800338745
73,1.3452613353729248
74,0.5478609800338745
75,4.799675941467285
76,1.405251145362854
77,1.6743509769439697
78,0.5478609800338745
79,0.5478609800338745
80,0.5478609800338745
81,0.5478609800338745
82,0.5478609800338745
83,1.0014820098876953
84,0.5478609800338745
85,0.5478609800338745
86,0.5478609800338745
87,1.9306811094284058
88,0.5478609800338745
89,1.0808889865875244
