id,playtime_forever
0,0.2442808769718197
1,0.0
2,0.0
3,0.1538097924652271
4,17.394112836100316
5,0.6370900239989831
6,0.0
7,0.0
8,0.0
9,0.0
10,3.62846828087903
11,0.0
12,3.949551162202512
13,7.658701864750462
14,10.29051881017293
15,0.0
16,9.601065647927177
17,2.247330013474702
18,0.39170728414177114
19,0.4060066511340612
20,0.0
21,21.260025916591648
22,0.0
23,0.39345691952877315
24,0.0
25,0.0
26,0.0
27,1.2553720799523935
28,0.3638682515314189
29,1.2065947108984054
30,1.8201462011915674
31,24.47250564459017
32,0.5341302091034058
33,0.7097750829160918
34,5.965322234508907
35,0.0
36,4.532776501004946
37,31.676460067628156
38,0.951124042309637
39,1.8051210307283707
40,0.0
41,4.0189308385355496
42,5.745399939056849
43,0.0
44,1.6936868315813107
45,0.0
46,0.0
47,0.0
48,1.114260789368379
49,18.771638667365696
50,11.418587565222117
51,3.9251707006266163
52,4.136455192204638
53,0.0
54,3.936821909305929
55,0.0
56,3.7640872255400066
57,0.0
58,0.0
59,0.1996582595018331
60,0.0
61,0.0
62,0.0
63,58.20689652682409
64,0.0
65,1.8033363851305548
66,0.04621989674643291
67,2.2600274202429405
68,4.431966840069503
69,1.3041120929453234
70,1.8588672033829143
71,0.0
72,4.315889954903939
73,4.815888918534634
74,8.18265919867408
75,15.360507362374745
76,19.39250847104544
77,1.8653690634571078
78,0.1299437934684699
79,2.9191092111269725
80,0.6947240152176981
81,1.7695894769160907
82,4.255254757224842
83,17.14961471356232
84,0.0
85,6.572872585376141
86,4.116348666951616
87,15.500380201303225
88,13.222982153916712
89,14.276318349553254
